Family,Major_Control,Sub-part,Title,Description,conlow,conmed,conhigh,integlow,integmed,integhigh,availlow,availmed,availhigh
SYSTEM AND COMMUNICATIONS PROTECTION,SC-34 (1),SC-34 (1),NO WRITABLE STORAGE,The organization employs [Assignment: organization-defined information system components] with no writeable storage that is persistent across component restart or power on/off.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-34 (2),SC-34 (2),INTEGRITY PROTECTION / READ-ONLY MEDIA,The organization protects the integrity of information prior to storage on read-only media and controls the media after such information has been recorded onto the media.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-34 (3),SC-34 (3),HARDWARE-BASED PROTECTION,The organization:,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-34 (3),SC-34 (3)(a),HARDWARE-BASED PROTECTION,"Employs hardware-based, write-protect for [Assignment: organization-defined information system firmware components]; and",,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-34 (3),SC-34 (3)(b),HARDWARE-BASED PROTECTION,Implements specific procedures for [Assignment: organization-defined authorized individuals] to manually disable hardware write-protect for firmware modifications and re-enable the write-protect prior to returning to operational mode.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-35,SC-35,HONEYCLIENTS,The information system includes components that proactively seek to identify malicious websites and/or web-based malicious code.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-36,SC-36,DISTRIBUTED PROCESSING AND STORAGE,The organization distributes [Assignment: organization-defined processing and storage] across multiple physical locations.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-36,SC-36,DISTRIBUTED PROCESSING AND STORAGE,The organization distributes [Assignment: organization-defined processing and storage] across multiple physical locations.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-36 (1),SC-36 (1),POLLING TECHNIQUES,"The organization employs polling techniques to identify potential faults, errors, or compromises to [Assignment: organization-defined distributed processing and storage components].",,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-37,SC-37,OUT-OF-BAND CHANNELS,"The organization employs [Assignment: organization-defined out-of-band channels] for the physical delivery or electronic transmission of [Assignment: organization-defined information, information system components, or devices] to [Assignment: organization-defined individuals or information systems].",,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-37 (1),SC-37 (1),ENSURE DELIVERY / TRANSMISSION,"The organization employs [Assignment: organization-defined security safeguards] to ensure that only [Assignment: organization-defined individuals or information systems] receive the [Assignment: organization-defined information, information system components, or devices].",,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-38,SC-38,OPERATIONS SECURITY,The organization employs [Assignment: organization-defined operations security safeguards] to protect key organizational information throughout the system development life cycle.,+,+,+,+,+,+,+,+,+
SYSTEM AND COMMUNICATIONS PROTECTION,SC-39,SC-39,PROCESS ISOLATION,The information system maintains a separate execution domain for each executing process.,X,X,X,X,X,X,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-39 (1),SC-39 (1),HARDWARE SEPARATION,The information system implements underlying hardware separation mechanisms to facilitate process separation.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-39 (2),SC-39 (2),THREAD ISOLATION,The information system maintains a separate execution domain for each thread in [Assignment: organization-defined multi-threaded processing].,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-40,SC-40,WIRELESS LINK PROTECTION,The information system protects external and internal [Assignment: organization-defined wireless links] from [Assignment: organization-defined types of signal parameter attacks or references to sources for such attacks].,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-40 (1),SC-40 (1),ELECTROMAGNETIC INTERFERENCE,The information system implements cryptographic mechanisms that achieve [Assignment: organization-defined level of protection] against the effects of intentional electromagnetic interference.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-40 (2),SC-40 (2),REDUCE DETECTION POTENTIAL,The information system implements cryptographic mechanisms to reduce the detection potential of wireless links to [Assignment: organization-defined level of reduction].,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-40 (3),SC-40 (3),IMITATIVE OR MANIPULATIVE COMMUNICATIONS DECEPTION,The information system implements cryptographic mechanisms to identify and reject wireless transmissions that are deliberate attempts to achieve imitative or manipulative communications deception based on signal parameters.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-40 (4),SC-40 (4),SIGNAL PARAMETER IDENTIFICATION,The information system implements cryptographic mechanisms to prevent the identification of [Assignment: organization-defined wireless transmitters] by using the transmitter signal parameters.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-41,SC-41,PORT AND I/O DEVICE ACCESS,The organization physically disables or removes [Assignment: organization-defined connection ports or input/output devices] on [Assignment: organization-defined information systems or information system components].,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-42,SC-42,SENSOR CAPABILITY AND DATA,The information system:,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-42,SC-42a,SENSOR CAPABILITY AND DATA,Prohibits the remote activation of environmental sensing capabilities with the following exceptions: [Assignment: organization-defined exceptions where remote activation of sensors is allowed]; and,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-42,SC-42b,SENSOR CAPABILITY AND DATA,Provides an explicit indication of sensor use to [Assignment: organization-defined class of users].,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-42 (1),SC-42 (1),REPORTING TO AUTHORIZED INDIVIDUALS OR ROLES,The organization ensures that the information system is configured so that data or information collected by the [Assignment: organization-defined sensors] is only reported to authorized individuals or roles.,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-42 (2),SC-42 (2),AUTHORIZED USE,"The organization employs the following measures: [Assignment: organization-defined measures], so that data or information collected by [Assignment: organization-defined sensors] is only used for authorized purposes.",,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-42 (3),SC-42 (3),PROHIBIT USE OF DEVICES,"The organization prohibits the use of devices possessing [Assignment: organization-defined environmental sensing capabilities] in [Assignment: organization-defined facilities, areas, or systems].",,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-43,SC-43,USAGE RESTRICTIONS,The organization:,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-43,SC-43a,USAGE RESTRICTIONS,Establishes usage restrictions and implementation guidance for [Assignment: organization-defined information system components] based on the potential to cause damage to the information system if used maliciously; and,,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-43,SC-43b,USAGE RESTRICTIONS,"Authorizes, monitors, and controls the use of such components within the information system.",,,,,,,,,
SYSTEM AND COMMUNICATIONS PROTECTION,SC-44,SC-44,DETONATION CHAMBERS,"The organization employs a detonation chamber capability within [Assignment: organization-defined information system, system component, or location].",,,,,,,,,
SECURITY,SE-1,SE-1,Inventory of Personally Identifiable Information,Privacy Control. Refer to NIST SP 800-53 (Rev. 4) Appendix J,,,,,,,,,
SECURITY,SE-2,SE-2,Privacy Incident Response,Privacy Control. Refer to NIST SP 800-53 (Rev. 4) Appendix J,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-1,SI-1,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,The organization:,X,X,X,X,X,X,X,X,X
SYSTEM AND INFORMATION INTEGRITY,SI-1,SI-1a,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,"Develops, documents, and disseminates to [Assignment: organization-defined personnel or roles]:",X,X,X,X,X,X,X,X,X
SYSTEM AND INFORMATION INTEGRITY,SC-1,SI-1a.1,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,"A system and information integrity policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",X,X,X,X,X,X,X,X,X
SYSTEM AND INFORMATION INTEGRITY,SC-1,SI-1a.2,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,Procedures to facilitate the implementation of the system and information integrity policy and associated system and information integrity controls; and,X,X,X,X,X,X,X,X,X
SYSTEM AND INFORMATION INTEGRITY,SI-1,SI-1b,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,Reviews and updates the current:,X,X,X,X,X,X,X,X,X
SYSTEM AND INFORMATION INTEGRITY,SC-1,SI-1b.1,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,System and information integrity policy [Assignment: organization-defined frequency]; and,X,X,X,X,X,X,X,X,X
SYSTEM AND INFORMATION INTEGRITY,SC-1,SI-1b.2,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,System and information integrity procedures [Assignment: organization-defined frequency].,X,X,X,X,X,X,X,X,X
SYSTEM AND INFORMATION INTEGRITY,SI-2,SI-2,FLAW REMEDIATION,The organization:,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2,SI-2a,FLAW REMEDIATION,"Identifies, reports, and corrects information system flaws;",,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2,SI-2b,FLAW REMEDIATION,Tests software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2,SI-2c,FLAW REMEDIATION,Installs security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2,SI-2d,FLAW REMEDIATION,Incorporates flaw remediation into the organizational configuration management process.,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (1),SI-2 (1),CENTRAL MANAGEMENT,The organization centrally manages the flaw remediation process.,,,,+,+,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (2),SI-2 (2),AUTOMATED FLAW REMEDIATION STATUS,The organization employs automated mechanisms [Assignment: organization-defined frequency] to determine the state of information system components with regard to flaw remediation.,,,,+,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (3),SI-2 (3),TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,The organization:,,,,+,+,+,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (3),SI-2 (3)(a),TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,Measures the time between flaw identification and flaw remediation; and,,,,+,+,+,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (3),SI-2 (3)(b),TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,Establishes [Assignment: organization-defined benchmarks] for taking corrective actions.,,,,+,+,+,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (4),SI-2 (4),AUTOMATED PATCH MANAGEMENT TOOLS,[Withdrawn: Incorporated into SI-2].,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (5),SI-2 (5),AUTOMATIC SOFTWARE / FIRMWARE UPDATES,The organization installs [Assignment: organization-defined security-relevant software and firmware updates] automatically to [Assignment: organization-defined information system components].,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-2 (6),SI-2 (6),REMOVAL OF PREVIOUS VERSIONS OF SOFTWARE / FIRMWARE,The organization removes [Assignment: organization-defined software and firmware components] after updated versions have been installed.,,,,+,+,+,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3,SI-3,MALICIOUS CODE PROTECTION,The organization:,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3,SI-3a,TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,Employs malicious code protection mechanisms at information system entry and exit points to detect and eradicate malicious code;,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3,SI-3b,TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,Updates malicious code protection mechanisms whenever new releases are available in accordance with organizational configuration management policy and procedures;,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3,SI-3c,TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,Configures malicious code protection mechanisms to:,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3,SI-3c.1,TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,"Perform periodic scans of the information system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more); endpoint; network entry/exit points] as the files are downloaded, opened, or executed in accordance with organizational security policy; and",,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3,SI-3c.2,TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,[Selection (one or more): block malicious code; quarantine malicious code;  send alert to administrator; [Assignment: organization-defined action]] in response to malicious code detection; and,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3,SI-3d,TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,Addresses the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the information system.,,,,X,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (1),SI-3 (1),CENTRAL MANAGEMENT,The organization centrally manages malicious code protection mechanisms.,,,,+,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (2),SI-3 (2),AUTOMATIC UPDATES,The information system automatically updates malicious code protection mechanisms.,,,,+,X,X,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (3),SI-3 (3),NON-PRIVILEGED USERS,[Withdrawn: Incorporated into AC-6 (10)].,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (4),SI-3 (4),UPDATES ONLY BY PRIVILEGED USERS,The information system updates malicious code protection mechanisms only when directed by a privileged user.,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (5),SI-3 (5),PORTABLE STORAGE DEVICES,[Withdrawn: Incorporated into MP-7].,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (6),SI-3 (6),TESTING / VERIFICATION,The organization:,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (6),SI-3 (6)(a),TESTING / VERIFICATION,"Tests malicious code protection mechanisms [Assignment: organization-defined frequency] by introducing a known benign, non-spreading test case into the information system; and",,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (6),SI-3 (6)(b),TESTING / VERIFICATION,Verifies that both detection of the test case and associated incident reporting occur.,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (7),SI-3 (7),NONSIGNATURE-BASED DETECTION,The information system implements nonsignature-based malicious code detection mechanisms.,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (8),SI-3 (8),DETECT UNAUTHORIZED COMMANDS,The information system detects [Assignment: organization-defined unauthorized operating system commands] through the kernel application programming interface at [Assignment: organization-defined information system hardware components] and [Selection (one or more): issues a warning; audits the command execution; prevents the execution of the command].,,,,,,,,,
SYSTEM AND INFORMATION INTEGRITY,SI-3 (9),SI-3 (9),AUTHENTICATE REMOTE COMMANDS,The information system implements [Assignment: organization-defined security safeguards] to authenticate [Assignment: organization-defined remote commands].,,,,,,,,,
